<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RTSI,5,20200306,140500,1254.0400000,1255.5200000,1253.4100000,1255.5100000,7913550
RTSI,5,20200306,141000,1255.5100000,1255.6700000,1247.1200000,1247.1200000,30963641
RTSI,5,20200306,141500,1247.0400000,1249.6400000,1246.5400000,1246.6800000,18223904
RTSI,5,20200306,142000,1246.8200000,1250.9900000,1246.8200000,1249.1600000,14032837
RTSI,5,20200306,142500,1249.2200000,1249.6800000,1243.6100000,1243.9300000,23236169
RTSI,5,20200306,143000,1244.0000000,1245.2600000,1241.7600000,1243.0100000,27477300
RTSI,5,20200306,143500,1243.0800000,1247.4000000,1243.0400000,1247.2100000,15698818
RTSI,5,20200306,144000,1247.0800000,1248.9000000,1246.0800000,1247.0900000,10445255
RTSI,5,20200306,144500,1247.1400000,1248.7500000,1246.5500000,1247.1800000,14673172
RTSI,5,20200306,145000,1247.1400000,1247.1600000,1242.3000000,1242.8000000,33458738
RTSI,5,20200306,145500,1242.8700000,1246.6700000,1242.8700000,1246.3300000,19278552
RTSI,5,20200306,150000,1246.3600000,1247.0900000,1244.5300000,1244.5400000,14398692
RTSI,5,20200306,150500,1244.5300000,1246.6200000,1243.8700000,1246.5400000,20910891
RTSI,5,20200306,151000,1246.5400000,1247.4300000,1245.5200000,1246.0800000,15720713
RTSI,5,20200306,151500,1246.0600000,1246.1900000,1244.4600000,1246.0100000,14459987
RTSI,5,20200306,152000,1246.0600000,1250.7400000,1245.6800000,1250.7100000,17749327
RTSI,5,20200306,152500,1250.8400000,1254.6200000,1250.4800000,1253.8900000,21766088
RTSI,5,20200306,153000,1253.7800000,1253.7800000,1250.6500000,1250.8000000,18139314
RTSI,5,20200306,153500,1250.7700000,1253.7200000,1250.6700000,1253.5700000,13199621
RTSI,5,20200306,154000,1253.5900000,1254.4400000,1252.5400000,1252.7800000,11555945
RTSI,5,20200306,154500,1252.7900000,1252.8400000,1247.5000000,1248.8800000,17574207
RTSI,5,20200306,155000,1248.8800000,1249.4700000,1246.6400000,1246.8700000,12216801
RTSI,5,20200306,155500,1246.9400000,1247.6900000,1243.2800000,1244.6500000,18558557
RTSI,5,20200306,160000,1244.6300000,1247.1100000,1244.3500000,1246.8900000,15520758
RTSI,5,20200306,160500,1246.7700000,1248.4100000,1245.8200000,1248.4100000,12207193
RTSI,5,20200306,161000,1248.4600000,1249.0900000,1245.0200000,1245.0200000,15858014
RTSI,5,20200306,161500,1245.0800000,1245.4900000,1238.5300000,1238.9000000,20524639
RTSI,5,20200306,162000,1238.5700000,1243.2100000,1238.5700000,1242.6700000,15853151
RTSI,5,20200306,162500,1242.7000000,1247.1800000,1242.7000000,1245.6800000,19605009
RTSI,5,20200306,163000,1245.7500000,1247.0500000,1244.7100000,1246.8800000,9545688
RTSI,5,20200306,163500,1246.8400000,1253.3800000,1246.7800000,1253.2300000,28496148
RTSI,5,20200306,164000,1253.5800000,1259.4100000,1253.4900000,1256.9800000,26561297
RTSI,5,20200306,164500,1257.1700000,1257.4000000,1251.3900000,1252.0000000,12772144
RTSI,5,20200306,165000,1251.9000000,1256.0800000,1251.3800000,1255.8600000,13491605
RTSI,5,20200306,165500,1255.8600000,1256.7700000,1252.1700000,1255.6100000,13834809
RTSI,5,20200306,170000,1255.4900000,1257.6500000,1253.8100000,1257.6200000,14923423
RTSI,5,20200306,170500,1257.7000000,1257.8200000,1255.8100000,1256.8900000,10935829
RTSI,5,20200306,171000,1257.0200000,1259.2300000,1256.2400000,1258.2500000,16652727
RTSI,5,20200306,171500,1258.2200000,1258.5500000,1254.2700000,1255.7600000,12899289
RTSI,5,20200306,172000,1255.7400000,1259.1300000,1255.4000000,1256.5500000,15094942
RTSI,5,20200306,172500,1256.4500000,1256.5500000,1254.7200000,1256.1600000,16013550
RTSI,5,20200306,173000,1256.1800000,1258.3800000,1255.7800000,1258.1100000,13679091
RTSI,5,20200306,173500,1258.0500000,1262.0100000,1257.6700000,1258.1600000,22315868
RTSI,5,20200306,174000,1258.7300000,1264.4900000,1258.7300000,1262.0600000,20645280
RTSI,5,20200306,174500,1261.9700000,1261.9800000,1255.7300000,1258.2000000,19156874
RTSI,5,20200306,175000,1258.0400000,1259.1500000,1253.4100000,1253.6600000,22369810
RTSI,5,20200306,175500,1253.0400000,1253.9200000,1244.7100000,1245.5600000,22439638
RTSI,5,20200306,180000,1245.6600000,1252.4500000,1243.5900000,1249.8600000,27654492
RTSI,5,20200306,180500,1249.9800000,1253.0600000,1249.6700000,1251.4800000,18805864
RTSI,5,20200306,181000,1251.5400000,1253.7200000,1243.4200000,1243.4800000,26704621
RTSI,5,20200306,181500,1243.4500000,1246.2700000,1242.7700000,1245.8400000,26703202
RTSI,5,20200306,182000,1246.0200000,1249.0200000,1245.6200000,1246.0100000,20071882
RTSI,5,20200306,182500,1245.9400000,1247.6300000,1244.5100000,1247.1700000,20154863
RTSI,5,20200306,183000,1247.3500000,1256.4200000,1247.0200000,1255.9000000,34843275
RTSI,5,20200306,183500,1255.7000000,1260.2000000,1255.6800000,1257.7800000,32282720
RTSI,5,20200306,184000,1257.6900000,1258.7200000,1255.4600000,1257.9700000,22959030
RTSI,5,20200306,184500,1257.9700000,1257.9700000,1257.9700000,1257.9700000,0
RTSI,5,20200306,185500,1257.9600000,1257.9600000,1257.9600000,1257.9600000,70371339
RTSI,5,20200310,100500,1149.8100000,1149.8100000,1055.3100000,1068.1200000,93881536
RTSI,5,20200310,101000,1067.9300000,1089.7400000,1067.9300000,1089.7400000,59898479
RTSI,5,20200310,101500,1089.0500000,1101.4000000,1088.3000000,1100.6500000,59305497
RTSI,5,20200310,102000,1100.8800000,1134.6900000,1100.8800000,1126.3300000,76392298
RTSI,5,20200310,102500,1126.3200000,1126.8100000,1108.1000000,1108.1000000,44684621
RTSI,5,20200310,103000,1108.4800000,1108.4800000,1098.1500000,1100.8300000,35201735
RTSI,5,20200310,103500,1100.7400000,1100.7500000,1094.4700000,1097.9500000,38540411
RTSI,5,20200310,104000,1097.9700000,1099.1100000,1092.5900000,1092.5900000,29268750
RTSI,5,20200310,104500,1092.8100000,1098.0600000,1092.3600000,1097.6700000,43411042
RTSI,5,20200310,105000,1097.7500000,1098.8300000,1095.4500000,1096.1500000,27400563
RTSI,5,20200310,105500,1096.5800000,1096.7500000,1094.0400000,1095.8000000,30430292
RTSI,5,20200310,110000,1095.6800000,1099.1800000,1094.5000000,1098.4600000,31607761
RTSI,5,20200310,110500,1098.4200000,1102.3600000,1095.9800000,1096.0700000,37709234
RTSI,5,20200310,111000,1096.4700000,1097.9600000,1093.6800000,1095.8100000,42121584
RTSI,5,20200310,111500,1095.7700000,1096.8100000,1089.6800000,1090.4200000,32448271
RTSI,5,20200310,112000,1090.3800000,1092.3000000,1084.9700000,1087.2800000,47174276
RTSI,5,20200310,112500,1087.2100000,1092.7400000,1086.1900000,1092.7400000,31822674
RTSI,5,20200310,113000,1092.6700000,1097.3200000,1091.3900000,1097.3200000,35210810
RTSI,5,20200310,113500,1097.4400000,1107.3300000,1097.1000000,1106.8700000,42815312
RTSI,5,20200310,114000,1106.8200000,1107.8500000,1104.2900000,1104.2900000,32279604
RTSI,5,20200310,114500,1104.3800000,1105.0100000,1097.8800000,1099.0600000,28207879
RTSI,5,20200310,115000,1099.1200000,1102.4300000,1095.5600000,1096.3500000,25680678
RTSI,5,20200310,115500,1096.4800000,1098.5200000,1094.8500000,1097.0900000,27190449
RTSI,5,20200310,120000,1097.0300000,1102.6100000,1096.2400000,1102.4300000,29353841
RTSI,5,20200310,120500,1102.3700000,1105.5400000,1100.9000000,1105.0300000,34967157
RTSI,5,20200310,121000,1104.8200000,1105.5900000,1102.5200000,1102.7300000,19609670
RTSI,5,20200310,121500,1102.6300000,1103.7600000,1100.9400000,1103.3700000,17510918
RTSI,5,20200310,122000,1103.4100000,1107.8200000,1103.0600000,1107.8200000,22008745
RTSI,5,20200310,122500,1107.9200000,1107.9200000,1103.6300000,1107.2300000,23465937
RTSI,5,20200310,123000,1107.1200000,1108.4500000,1105.9500000,1107.9200000,23605043
RTSI,5,20200310,123500,1107.9700000,1108.2600000,1106.2200000,1108.1300000,20937496
RTSI,5,20200310,124000,1108.0700000,1114.1900000,1108.0700000,1113.2200000,33025842
RTSI,5,20200310,124500,1113.0100000,1116.2400000,1112.7600000,1115.0100000,27083551
RTSI,5,20200310,125000,1115.0100000,1116.6700000,1114.2000000,1115.0000000,23678557
RTSI,5,20200310,125500,1114.9800000,1120.2000000,1114.9200000,1119.8100000,28205786
RTSI,5,20200310,130000,1119.7500000,1123.0900000,1118.2300000,1120.2900000,27925930
RTSI,5,20200310,130500,1120.3200000,1120.3600000,1116.2500000,1119.2000000,24394885
RTSI,5,20200310,131000,1119.2700000,1128.8800000,1119.2700000,1128.8800000,39385391
RTSI,5,20200310,131500,1129.0800000,1140.6900000,1128.9900000,1140.6100000,51616829
RTSI,5,20200310,132000,1140.6000000,1141.7400000,1134.7700000,1141.6700000,39734803
RTSI,5,20200310,132500,1141.5300000,1141.8300000,1137.9700000,1139.1000000,32548189
RTSI,5,20200310,133000,1139.1300000,1151.1300000,1137.8900000,1151.1300000,46643248
RTSI,5,20200310,133500,1150.7000000,1153.5600000,1145.8700000,1145.8700000,43407571
RTSI,5,20200310,134000,1145.8700000,1150.3200000,1145.2200000,1146.2800000,35379293
RTSI,5,20200310,134500,1146.2800000,1169.2400000,1146.2600000,1168.6800000,57649856
RTSI,5,20200310,135000,1168.4900000,1181.3600000,1168.4900000,1180.6000000,69459217
RTSI,5,20200310,135500,1180.5600000,1182.0800000,1169.6000000,1170.9000000,45604540
RTSI,5,20200310,140000,1170.7300000,1173.7000000,1168.4900000,1169.0900000,25024422
RTSI,5,20200310,140500,1168.7900000,1168.7900000,1154.1700000,1154.3500000,41648367
RTSI,5,20200310,141000,1154.3500000,1159.8200000,1154.3500000,1156.9700000,31735536
RTSI,5,20200310,141500,1157.0000000,1162.0800000,1154.4900000,1161.7700000,26745260
RTSI,5,20200310,142000,1161.5400000,1165.1500000,1159.8200000,1163.6700000,24317424
RTSI,5,20200310,142500,1163.5500000,1163.5500000,1150.6100000,1151.4100000,19898785
RTSI,5,20200310,143000,1151.2400000,1151.2400000,1147.5600000,1149.7600000,19649431
RTSI,5,20200310,143500,1149.7600000,1157.6500000,1149.5300000,1157.1000000,21831726
RTSI,5,20200310,144000,1156.9800000,1158.5300000,1153.5800000,1158.5300000,16349367
RTSI,5,20200310,144500,1158.5700000,1163.0100000,1157.1200000,1162.8600000,25330446
RTSI,5,20200310,145000,1162.8100000,1165.4200000,1159.9100000,1160.1600000,24720094
RTSI,5,20200310,145500,1160.1400000,1171.0400000,1159.8000000,1169.5800000,53571657
RTSI,5,20200310,150000,1169.6600000,1176.0500000,1169.4900000,1172.5500000,42928285
RTSI,5,20200310,150500,1172.4500000,1172.4800000,1168.4800000,1171.1100000,21744624
RTSI,5,20200310,151000,1171.3300000,1171.3300000,1159.6000000,1159.9400000,25094301
RTSI,5,20200310,151500,1159.8400000,1161.0800000,1154.9600000,1157.5300000,21561599
RTSI,5,20200310,152000,1157.4100000,1157.4400000,1148.8900000,1150.8500000,23384947
RTSI,5,20200310,152500,1150.6300000,1154.1600000,1147.7500000,1152.3200000,24854980
RTSI,5,20200310,153000,1152.3300000,1155.3100000,1146.9200000,1146.9200000,20769285
RTSI,5,20200310,153500,1146.5400000,1149.0800000,1144.3800000,1146.7800000,28360882
RTSI,5,20200310,154000,1146.8300000,1147.2800000,1138.9500000,1138.9500000,30179753
RTSI,5,20200310,154500,1138.8200000,1140.3700000,1135.2700000,1135.3700000,27898912
RTSI,5,20200310,155000,1135.4700000,1142.1900000,1133.7400000,1142.1900000,32972924
RTSI,5,20200310,155500,1142.4000000,1145.1700000,1140.2600000,1145.0100000,37257233
RTSI,5,20200310,160000,1145.4700000,1145.9200000,1142.8600000,1144.6900000,18717347
RTSI,5,20200310,160500,1143.3500000,1147.4200000,1142.3100000,1142.4500000,18524804
RTSI,5,20200310,161000,1142.2300000,1145.6700000,1141.3500000,1141.7000000,20461880
RTSI,5,20200310,161500,1141.5500000,1143.2700000,1141.0800000,1142.3200000,17780459
RTSI,5,20200310,162000,1142.0600000,1142.0600000,1135.8000000,1136.6800000,15398273
RTSI,5,20200310,162500,1136.5900000,1140.3100000,1135.9900000,1137.0400000,23248636
RTSI,5,20200310,163000,1136.9700000,1141.9500000,1135.1100000,1140.1200000,23267915
RTSI,5,20200310,163500,1140.2100000,1145.6900000,1139.8700000,1142.0700000,38369436
RTSI,5,20200310,164000,1142.0200000,1142.0200000,1134.3800000,1139.1200000,25369995
RTSI,5,20200310,164500,1138.6900000,1138.7800000,1133.3300000,1134.8300000,19624704
RTSI,5,20200310,165000,1134.7900000,1135.8300000,1131.5600000,1132.1800000,20576245
RTSI,5,20200310,165500,1132.1300000,1132.8900000,1129.4100000,1131.3000000,32480488
RTSI,5,20200310,170000,1131.3700000,1135.1000000,1131.3700000,1132.5300000,32770484
RTSI,5,20200310,170500,1132.4400000,1135.4100000,1129.5400000,1130.8200000,25886175
RTSI,5,20200310,171000,1130.8100000,1130.8100000,1127.7200000,1130.3800000,26150012
RTSI,5,20200310,171500,1130.4300000,1135.5500000,1129.9900000,1133.1200000,29063141
RTSI,5,20200310,172000,1132.9000000,1133.9800000,1129.2200000,1130.9700000,22648271
RTSI,5,20200310,172500,1130.9900000,1132.4700000,1129.4000000,1130.3700000,23565887
RTSI,5,20200310,173000,1130.3800000,1130.6000000,1125.4200000,1125.4200000,21086214
RTSI,5,20200310,173500,1125.5300000,1126.9800000,1121.4200000,1124.4300000,29116690
RTSI,5,20200310,174000,1124.4200000,1124.8800000,1115.3300000,1115.3300000,26282380
RTSI,5,20200310,174500,1115.2900000,1118.1300000,1112.4400000,1112.5100000,30594053
RTSI,5,20200310,175000,1112.2900000,1112.9000000,1102.5200000,1104.0900000,39915978
RTSI,5,20200310,175500,1104.1500000,1105.6300000,1097.0600000,1097.5500000,39302712
RTSI,5,20200310,180000,1097.4900000,1104.3500000,1097.0600000,1098.3400000,35253058
RTSI,5,20200310,180500,1097.9800000,1098.8400000,1094.6200000,1095.8100000,41864144
RTSI,5,20200310,181000,1095.7900000,1103.6300000,1093.4000000,1103.6300000,44876976
RTSI,5,20200310,181500,1103.5900000,1103.5900000,1095.9300000,1096.4700000,23695179
RTSI,5,20200310,182000,1096.4000000,1097.2900000,1095.0700000,1095.5300000,29556921
RTSI,5,20200310,182500,1095.4700000,1097.4300000,1093.3400000,1093.6200000,37897294
RTSI,5,20200310,183000,1093.4600000,1097.4300000,1092.9300000,1095.2400000,36660030
RTSI,5,20200310,183500,1095.2300000,1096.4400000,1092.9000000,1094.2200000,37056831
RTSI,5,20200310,184000,1094.0400000,1094.9600000,1091.2200000,1093.7600000,51312303
RTSI,5,20200310,184500,1093.7600000,1093.7600000,1093.7600000,1093.7600000,27923
RTSI,5,20200310,185500,1094.1800000,1094.1800000,1094.1800000,1094.1800000,101130340
RTSI,5,20200311,100500,1119.7100000,1121.6700000,1111.0000000,1111.0000000,48263426
RTSI,5,20200311,101000,1110.4600000,1114.4600000,1106.6800000,1110.0200000,36881714
RTSI,5,20200311,101500,1109.1700000,1124.1100000,1107.9100000,1124.1100000,34505329
RTSI,5,20200311,102000,1123.9000000,1130.6200000,1119.5400000,1123.3400000,33902894
RTSI,5,20200311,102500,1123.4800000,1125.5500000,1113.4800000,1114.0600000,22253595
RTSI,5,20200311,103000,1114.0900000,1118.2100000,1112.0500000,1112.0900000,21032552
RTSI,5,20200311,103500,1112.1200000,1116.7500000,1109.6800000,1112.0800000,25621171
RTSI,5,20200311,104000,1111.9700000,1113.3600000,1106.8400000,1109.0300000,25555396
RTSI,5,20200311,104500,1108.2000000,1112.2800000,1107.2900000,1111.4600000,23911101
RTSI,5,20200311,105000,1111.4700000,1117.7100000,1111.0100000,1116.6500000,18479190
RTSI,5,20200311,105500,1116.8000000,1116.8100000,1111.2000000,1112.7700000,25383962
RTSI,5,20200311,110000,1112.7300000,1115.3400000,1110.8000000,1115.1900000,28758567
RTSI,5,20200311,110500,1115.9900000,1116.0100000,1105.1700000,1105.7600000,35954642
RTSI,5,20200311,111000,1105.6800000,1110.0600000,1105.6800000,1107.1900000,24030218
RTSI,5,20200311,111500,1107.0600000,1108.9200000,1102.8300000,1102.8300000,23435815
RTSI,5,20200311,112000,1102.8300000,1103.2900000,1091.8700000,1093.4100000,38778744
RTSI,5,20200311,112500,1093.2200000,1098.7400000,1090.0200000,1090.4100000,25780528
RTSI,5,20200311,113000,1090.2400000,1090.6500000,1083.7800000,1086.8000000,33933084
RTSI,5,20200311,113500,1087.1800000,1099.3100000,1084.3100000,1097.3400000,40123961
RTSI,5,20200311,114000,1096.5500000,1103.9900000,1095.7500000,1103.9400000,24226269
RTSI,5,20200311,114500,1103.7500000,1106.7100000,1102.2000000,1106.6400000,16741358
RTSI,5,20200311,115000,1106.7500000,1113.1100000,1106.6000000,1109.5200000,25521188
RTSI,5,20200311,115500,1109.4800000,1112.4000000,1107.5300000,1110.7200000,11780032
RTSI,5,20200311,120000,1110.7400000,1114.1400000,1109.0100000,1110.1500000,14828707
RTSI,5,20200311,120500,1110.0200000,1110.0200000,1103.4000000,1104.4100000,12564519
RTSI,5,20200311,121000,1104.4500000,1105.3200000,1102.7200000,1104.4000000,15074884
RTSI,5,20200311,121500,1104.3800000,1104.6700000,1095.5500000,1102.9100000,17523802
RTSI,5,20200311,122000,1102.8500000,1106.1600000,1102.0200000,1102.5200000,13019881
RTSI,5,20200311,122500,1102.5400000,1103.1900000,1096.4100000,1096.8300000,16260240
RTSI,5,20200311,123000,1096.9100000,1102.5200000,1095.1900000,1102.3700000,15567158
RTSI,5,20200311,123500,1102.4600000,1104.3000000,1099.3200000,1099.9900000,10745116
RTSI,5,20200311,124000,1099.9500000,1099.9500000,1095.9800000,1098.7600000,10810031
RTSI,5,20200311,124500,1098.7600000,1100.4000000,1096.7300000,1098.0100000,8920293
RTSI,5,20200311,125000,1098.0200000,1101.2700000,1097.3100000,1098.0800000,10293850
RTSI,5,20200311,125500,1098.0800000,1099.4800000,1093.4900000,1097.9900000,17719851
RTSI,5,20200311,130000,1098.1500000,1099.7700000,1095.5600000,1099.1300000,8970594
RTSI,5,20200311,130500,1099.1700000,1099.2400000,1094.4900000,1096.4300000,10987749
RTSI,5,20200311,131000,1096.6400000,1096.9700000,1093.4500000,1096.1600000,11494640
RTSI,5,20200311,131500,1096.0900000,1099.6900000,1095.5900000,1098.4600000,12601450
RTSI,5,20200311,132000,1098.4300000,1103.2100000,1098.4300000,1100.9800000,10682778
RTSI,5,20200311,132500,1100.9500000,1101.0200000,1096.4100000,1097.2800000,9771753
RTSI,5,20200311,133000,1097.3300000,1098.9900000,1095.1900000,1097.0500000,10834338
RTSI,5,20200311,133500,1097.0600000,1104.5000000,1096.8300000,1102.5200000,15787762
RTSI,5,20200311,134000,1102.5600000,1102.5600000,1099.4600000,1100.9300000,12258848
RTSI,5,20200311,134500,1100.8900000,1104.3800000,1100.6900000,1103.2100000,8325464
RTSI,5,20200311,135000,1103.2900000,1107.1700000,1102.7900000,1105.2900000,16625312
RTSI,5,20200311,135500,1105.3600000,1107.6700000,1103.7300000,1107.6700000,9388204
RTSI,5,20200311,140000,1107.5100000,1107.6700000,1102.9900000,1103.5800000,7555871
RTSI,5,20200311,140500,1103.6200000,1104.7600000,1103.4500000,1104.4000000,6239568
RTSI,5,20200311,141000,1104.4000000,1105.7200000,1101.5500000,1101.5500000,8053075
RTSI,5,20200311,141500,1101.5300000,1104.0800000,1099.9700000,1102.1300000,10748799
RTSI,5,20200311,142000,1102.0500000,1104.5100000,1100.6200000,1102.0300000,7792930
RTSI,5,20200311,142500,1102.0700000,1103.4900000,1100.6700000,1101.7100000,8450854
RTSI,5,20200311,143000,1101.6800000,1101.7200000,1098.4800000,1100.7900000,8648362
RTSI,5,20200311,143500,1100.8300000,1101.7900000,1098.5800000,1101.3700000,9192669
RTSI,5,20200311,144000,1101.3600000,1101.5300000,1098.4200000,1100.8300000,8951819
RTSI,5,20200311,144500,1100.7900000,1100.9100000,1097.0800000,1097.9900000,10101379
RTSI,5,20200311,145000,1097.9000000,1099.1400000,1096.0400000,1099.0700000,10498187
RTSI,5,20200311,145500,1099.0900000,1099.2900000,1097.2900000,1098.1900000,8929842
RTSI,5,20200311,150000,1098.1900000,1100.7100000,1097.5100000,1100.5100000,8417991
RTSI,5,20200311,150500,1100.5100000,1103.2200000,1099.2200000,1102.9900000,8701746
RTSI,5,20200311,151000,1102.8700000,1103.4500000,1098.3700000,1099.4100000,9444505
RTSI,5,20200311,151500,1099.5800000,1099.5800000,1097.6300000,1098.4700000,8196347
RTSI,5,20200311,152000,1098.4300000,1101.2500000,1094.8500000,1095.6000000,16538094
RTSI,5,20200311,152500,1095.9600000,1097.9100000,1093.8100000,1095.1300000,15605534
RTSI,5,20200311,153000,1095.1400000,1095.8000000,1090.8700000,1090.9800000,15346662
RTSI,5,20200311,153500,1091.0400000,1092.4100000,1089.1900000,1090.6400000,25034220
RTSI,5,20200311,154000,1090.7400000,1091.2000000,1087.7400000,1090.9200000,16695797
RTSI,5,20200311,154500,1090.9300000,1090.9300000,1085.1900000,1085.7100000,15657560
RTSI,5,20200311,155000,1085.7000000,1087.1800000,1084.7800000,1085.4200000,17826647
RTSI,5,20200311,155500,1085.4500000,1085.8400000,1079.1300000,1079.1600000,21170674
RTSI,5,20200311,160000,1079.1900000,1081.2100000,1076.9100000,1077.0400000,25112237
RTSI,5,20200311,160500,1076.8100000,1083.8800000,1076.5400000,1083.2100000,25405956
RTSI,5,20200311,161000,1083.3300000,1086.0100000,1081.0700000,1085.8500000,24366990
RTSI,5,20200311,161500,1085.9100000,1085.9400000,1081.1800000,1082.0400000,13977723
RTSI,5,20200311,162000,1082.0800000,1084.2500000,1081.6700000,1083.7400000,15135177
RTSI,5,20200311,162500,1083.9000000,1089.2000000,1083.9000000,1087.8000000,21969630
RTSI,5,20200311,163000,1087.9100000,1095.3500000,1087.8600000,1094.5500000,19519978
RTSI,5,20200311,163500,1094.2800000,1094.8000000,1087.8600000,1094.3200000,23446953
RTSI,5,20200311,164000,1094.8400000,1097.5100000,1090.6400000,1090.6600000,23522361
RTSI,5,20200311,164500,1090.7100000,1100.6100000,1090.1900000,1099.3800000,34083204
RTSI,5,20200311,165000,1099.8300000,1099.9400000,1094.7000000,1095.0500000,18078562
RTSI,5,20200311,165500,1094.9500000,1095.2200000,1090.2500000,1093.8300000,19109178
RTSI,5,20200311,170000,1093.9200000,1096.2000000,1091.1400000,1094.7400000,14939084
RTSI,5,20200311,170500,1094.5100000,1098.2500000,1092.8500000,1097.1000000,21057555
RTSI,5,20200311,171000,1097.2300000,1099.1500000,1094.4300000,1099.0300000,21115541
RTSI,5,20200311,171500,1099.0500000,1100.1000000,1096.6900000,1097.1700000,22741423
RTSI,5,20200311,172000,1097.2000000,1099.3200000,1096.1400000,1097.1100000,23294392
RTSI,5,20200311,172500,1097.3300000,1098.3800000,1095.6400000,1095.8000000,12663127
RTSI,5,20200311,173000,1095.7100000,1096.7600000,1093.9400000,1094.5400000,16379738
RTSI,5,20200311,173500,1094.3200000,1094.4900000,1090.1600000,1091.6700000,20771027
RTSI,5,20200311,174000,1091.3400000,1091.4800000,1087.1800000,1088.7400000,17597362
RTSI,5,20200311,174500,1088.7500000,1093.7800000,1088.6300000,1090.5600000,22159334
RTSI,5,20200311,175000,1090.8200000,1094.7900000,1088.5100000,1088.6400000,18748887
RTSI,5,20200311,175500,1088.5700000,1090.0000000,1087.8000000,1088.8200000,12172467
RTSI,5,20200311,180000,1088.8000000,1089.1500000,1084.3400000,1087.6100000,13786678
RTSI,5,20200311,180500,1087.7600000,1089.5000000,1085.9700000,1086.1200000,12475403
RTSI,5,20200311,181000,1085.8800000,1087.8900000,1084.3900000,1086.4700000,20094920
RTSI,5,20200311,181500,1086.6100000,1089.1200000,1085.0600000,1088.0400000,18462878
RTSI,5,20200311,182000,1088.1200000,1088.1700000,1083.6200000,1083.8100000,13953618
RTSI,5,20200311,182500,1083.8800000,1084.6500000,1082.6100000,1083.0700000,16328891
RTSI,5,20200311,183000,1082.9500000,1085.1100000,1082.3500000,1085.1000000,21314507
RTSI,5,20200311,183500,1085.2600000,1085.6000000,1082.6700000,1084.7300000,19322378
RTSI,5,20200311,184000,1084.5800000,1086.8500000,1083.8100000,1086.3900000,27227498
RTSI,5,20200311,184500,1086.4900000,1086.4900000,1086.4900000,1086.4900000,425
RTSI,5,20200311,185500,1086.1800000,1086.1800000,1086.1800000,1086.1800000,81609603
RTSI,5,20200312,100500,1042.2000000,1042.2000000,1011.6500000,1012.6600000,76705917
RTSI,5,20200312,101000,1012.3100000,1027.0200000,1011.9400000,1019.4200000,49058682
RTSI,5,20200312,101500,1019.7100000,1030.6500000,1018.1100000,1029.4400000,29574479
RTSI,5,20200312,102000,1029.3900000,1029.3900000,1024.6300000,1027.7300000,24550856
RTSI,5,20200312,102500,1027.7700000,1028.7700000,1019.6000000,1019.9200000,27379074
RTSI,5,20200312,103000,1019.9500000,1020.3000000,1012.3400000,1012.9500000,28741551
RTSI,5,20200312,103500,1012.4800000,1018.8000000,1012.3600000,1016.8000000,28233585
RTSI,5,20200312,104000,1016.5800000,1019.3300000,1013.1700000,1016.9700000,24051316
RTSI,5,20200312,104500,1016.9500000,1018.6100000,1014.7100000,1017.3600000,21016917
RTSI,5,20200312,105000,1017.3700000,1017.5600000,1007.8800000,1007.8800000,34907277
RTSI,5,20200312,105500,1007.9700000,1009.1600000,1005.3600000,1006.5400000,37773960
RTSI,5,20200312,110000,1006.6200000,1007.5100000,1005.2000000,1006.2800000,17300394
RTSI,5,20200312,110500,1006.2200000,1008.1700000,1004.1500000,1007.5600000,23485216
RTSI,5,20200312,111000,1007.4500000,1013.2300000,1007.1100000,1009.0600000,32536813
RTSI,5,20200312,111500,1009.1100000,1013.4900000,1006.3100000,1013.1400000,19432952
RTSI,5,20200312,112000,1013.0000000,1019.2200000,1012.8600000,1017.2500000,29907126
RTSI,5,20200312,112500,1017.3600000,1017.4900000,1012.7700000,1013.8300000,15049198
RTSI,5,20200312,113000,1013.7300000,1013.8000000,1008.3000000,1008.3000000,14729786
RTSI,5,20200312,113500,1008.4300000,1009.7200000,1005.6800000,1006.8600000,12820966
RTSI,5,20200312,114000,1006.7100000,1006.7100000,1002.0700000,1003.5900000,16307629
RTSI,5,20200312,114500,1003.5800000,1006.5700000,997.8500000,998.8800000,25976043
RTSI,5,20200312,115000,998.6600000,1001.5300000,998.1800000,999.6400000,21275584
RTSI,5,20200312,115500,999.5500000,1003.6400000,998.9000000,1002.3300000,21226472
RTSI,5,20200312,120000,1002.4000000,1005.2800000,1002.4000000,1002.8600000,14578606
RTSI,5,20200312,120500,1002.7700000,1002.7700000,1000.1200000,1001.5200000,15384387
RTSI,5,20200312,121000,1001.5000000,1002.3600000,1000.8600000,1001.0600000,11149501
RTSI,5,20200312,121500,1001.2000000,1002.1600000,998.2700000,998.3800000,13330178
RTSI,5,20200312,122000,998.3400000,1001.6300000,996.1100000,1001.0300000,15671656
RTSI,5,20200312,122500,1001.0300000,1005.2100000,1000.9800000,1003.3700000,15645303
RTSI,5,20200312,123000,1003.1800000,1004.4800000,1001.3500000,1001.6800000,8537889
RTSI,5,20200312,123500,1001.6300000,1001.6300000,997.3000000,999.6700000,12379751
RTSI,5,20200312,124000,999.7100000,999.7100000,994.2800000,994.8500000,33968256
RTSI,5,20200312,124500,994.8200000,996.1200000,990.9600000,991.6800000,29143944
